,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,4,47,40.75510267,-73.97498696,359,1,In Service,False,53
1,10,28,40.7403432,-73.98955109,402,1,In Service,False,39
2,18,23,40.7047177,-74.00926027,415,1,In Service,False,42
3,16,11,40.71754834,-74.01322069,426,1,In Service,False,29
4,46,3,40.74096374,-73.98602213,491,1,In Service,False,51
5,41,9,40.76087502,-74.00277668,514,1,In Service,False,52
6,4,35,40.75992262,-73.97648516,520,1,In Service,False,39
7,18,32,40.758996559605116,-73.96865397691727,3223,1,In Service,False,53
8,18,1,40.7505853470215,-73.9946848154068,3255,1,In Service,False,19
9,13,25,40.76132983124814,-73.97982001304626,3443,1,In Service,False,41
10,10,29,40.76727216,-73.99392888,72,1,In Service,False,39
11,4,29,40.71911552,-74.00666661,79,1,In Service,False,33
12,2,25,40.71117416,-74.00016545,82,1,In Service,False,27
13,23,38,40.68382604,-73.97632328,83,1,In Service,False,62
14,7,12,40.69608941,-73.97803415,119,1,In Service,False,19
15,2,17,40.68676793,-73.95928168,120,1,In Service,False,19
16,0,29,40.73172428,-74.00674436,127,1,In Service,False,31
17,27,3,40.72710258,-74.00297088,128,1,In Service,False,30
18,17,6,40.69239502,-73.99337909,143,1,In Service,False,24
19,6,13,40.69839895,-73.98068914,144,1,In Service,False,19
20,5,33,40.71625008,-74.0091059,146,1,In Service,False,39
21,2,27,40.7208736,-73.98085795,150,1,In Service,False,29
22,1,32,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
23,1,22,40.69089272,-73.99612349,157,1,In Service,False,23
24,13,34,40.75323098,-73.97032517,164,1,In Service,False,47
25,20,24,40.7489006,-73.97604882,167,1,In Service,False,45
26,18,28,40.73971301,-73.99456405,168,1,In Service,False,47
27,4,45,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
28,0,30,40.7381765,-73.97738662,174,1,In Service,False,30
29,7,37,40.70905623,-74.01043382,195,1,In Service,False,45
30,9,18,40.74334935,-74.00681753,212,1,In Service,False,28
31,2,20,40.70037867,-73.99548059,216,1,In Service,False,23
32,3,34,40.70277159,-73.99383605,217,1,In Service,False,39
33,1,30,40.73781509,-73.99994661,223,1,In Service,False,33
34,28,26,40.7546011026,-73.971878855,228,1,In Service,False,55
35,9,12,40.72743423,-73.99379025,229,1,In Service,False,23
36,1,21,40.69597683,-73.99014892,232,1,In Service,False,23
37,0,39,40.7284186,-73.98713956,236,1,In Service,False,39
38,1,38,40.73047309,-73.98672378,237,1,In Service,False,39
39,3,27,40.7361967,-74.00859207,238,1,In Service,False,31
40,28,0,40.69196566,-73.9813018,239,1,In Service,False,31
41,0,21,40.68981035,-73.97493121,241,1,In Service,False,23
42,20,1,40.697787,-73.973736,242,1,In Service,False,23
43,19,12,40.688226,-73.979382,243,1,In Service,False,31
44,10,21,40.69196035,-73.96536851,244,1,In Service,False,31
45,2,20,40.69327018,-73.97703874,245,1,In Service,False,23
46,0,20,40.73535398,-74.00483091,247,1,In Service,False,20
47,6,17,40.72185379,-74.00771779,248,1,In Service,False,23
48,4,22,40.71870987,-74.0090009,249,1,In Service,False,27
49,0,27,40.72317958,-73.99480012,251,1,In Service,False,27
50,0,31,40.73226398,-73.99852205,252,1,In Service,False,33
51,8,46,40.73543934,-73.99453948,253,1,In Service,False,55
52,1,30,40.73532427,-73.99800419,254,1,In Service,False,31
53,5,33,40.71939226,-74.00247214,257,1,In Service,False,39
54,1,22,40.68940747,-73.96885458,258,1,In Service,False,23
55,15,24,40.70122128,-74.01234218,259,1,In Service,False,39
56,20,15,40.70365182,-74.01167797,260,1,In Service,False,35
57,8,18,40.69474881,-73.98362464,261,1,In Service,False,27
58,12,12,40.6917823,-73.9737299,262,1,In Service,False,24
59,18,9,40.70706456,-74.00731853,264,1,In Service,False,27
60,20,15,40.72229346,-73.99147535,265,1,In Service,False,35
61,4,19,40.72368361,-73.97574813,266,1,In Service,False,24
62,6,49,40.75097711,-73.98765428,267,1,In Service,False,57
63,24,0,40.71910537,-73.99973337,268,1,In Service,False,27
64,1,22,40.69308257,-73.97178913,270,1,In Service,False,23
65,9,22,40.68691865,-73.976682,274,1,In Service,False,31
66,6,12,40.68650065,-73.96563307,275,1,In Service,False,19
67,0,25,40.71748752,-74.0104554,276,1,In Service,False,25
68,8,11,40.69766564,-73.98476437,278,1,In Service,False,19
69,7,27,40.707873,-74.00167,279,1,In Service,False,36
70,2,29,40.73331967,-73.99510132,280,1,In Service,False,31
71,0,57,40.7643971,-73.97371465,281,3,Not In Service,False,57
72,11,16,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
73,1,50,40.73454567,-73.99074142,285,1,In Service,False,51
74,9,10,40.6845683,-73.95881081,289,1,In Service,False,19
75,9,10,40.713126,-73.984844,291,1,In Service,False,20
76,7,47,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
77,5,18,40.71406667,-73.99293911,295,1,In Service,False,24
78,10,23,40.71413089,-73.9970468,296,1,In Service,False,35
79,1,26,40.734232,-73.986923,297,1,In Service,False,27
80,14,21,40.68683208,-73.9796772,298,1,In Service,False,35
81,15,20,40.72217444,-73.98368779,301,1,In Service,False,37
82,6,17,40.72082834,-73.97793172,302,1,In Service,False,23
83,5,24,40.72362738,-73.99949601,303,1,In Service,False,31
84,27,6,40.70463334,-74.01361706,304,1,In Service,False,33
85,11,21,40.76095756,-73.96724467,305,1,In Service,False,33
86,0,28,40.71427487,-73.98990025,307,1,In Service,False,30
87,2,24,40.71307916,-73.99851193,308,1,In Service,False,27
88,21,17,40.7149787,-74.013012,309,1,In Service,False,41
89,2,34,40.68926942,-73.98912867,310,1,In Service,False,36
90,11,20,40.7172274,-73.98802084,311,1,In Service,False,31
91,1,30,40.722055,-73.989111,312,1,In Service,False,31
92,6,17,40.69610226,-73.96751037,313,1,In Service,False,23
93,9,30,40.69383,-73.990539,314,1,In Service,False,39
94,6,22,40.70355377,-74.00670227,315,1,In Service,False,29
95,12,30,40.70955958,-74.00653609,316,1,In Service,False,43
96,0,24,40.72453734,-73.98185424,317,1,In Service,False,27
97,1,32,40.711066,-74.009447,319,1,In Service,False,33
98,10,15,40.717571,-74.005549,320,1,In Service,False,27
