,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,26,3,40.70463334,-74.01361706,304,1,In Service,False,33
1,0,52,40.75510267,-73.97498696,359,1,In Service,False,53
2,15,27,40.72243797,-74.00566443,377,3,Not In Service,False,45
3,34,15,40.76087502,-74.00277668,514,1,In Service,False,52
4,11,27,40.76727216,-73.99392888,72,1,In Service,False,39
5,24,8,40.71911552,-74.00666661,79,1,In Service,False,33
6,6,21,40.71117416,-74.00016545,82,1,In Service,False,27
7,28,32,40.68382604,-73.97632328,83,1,In Service,False,62
8,9,9,40.69608941,-73.97803415,119,1,In Service,False,19
9,12,6,40.68676793,-73.95928168,120,1,In Service,False,19
10,12,17,40.73172428,-74.00674436,127,1,In Service,False,31
11,2,27,40.72710258,-74.00297088,128,1,In Service,False,30
12,2,22,40.69239502,-73.99337909,143,1,In Service,False,24
13,14,5,40.69839895,-73.98068914,144,1,In Service,False,19
14,12,27,40.71625008,-74.0091059,146,1,In Service,False,39
15,16,13,40.7208736,-73.98085795,150,1,In Service,False,29
16,0,33,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
17,0,6,40.71473993,-74.00910627,152,3,Not In Service,False,6
18,3,20,40.69089272,-73.99612349,157,1,In Service,False,23
19,0,2,40.72917025,-73.99810231,161,3,Not In Service,False,2
20,0,46,40.75323098,-73.97032517,164,1,In Service,False,47
21,0,39,40.7489006,-73.97604882,167,1,In Service,False,45
22,1,45,40.73971301,-73.99456405,168,1,In Service,False,47
23,0,50,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
24,1,29,40.7381765,-73.97738662,174,1,In Service,False,30
25,0,44,40.70905623,-74.01043382,195,1,In Service,False,45
26,1,26,40.74334935,-74.00681753,212,1,In Service,False,28
27,4,18,40.70037867,-73.99548059,216,1,In Service,False,23
28,13,26,40.70277159,-73.99383605,217,1,In Service,False,39
29,5,26,40.73781509,-73.99994661,223,1,In Service,False,33
30,0,54,40.7546011026,-73.971878855,228,1,In Service,False,55
31,13,10,40.72743423,-73.99379025,229,1,In Service,False,23
32,1,22,40.69597683,-73.99014892,232,1,In Service,False,23
33,37,1,40.7284186,-73.98713956,236,1,In Service,False,39
34,32,6,40.73047309,-73.98672378,237,1,In Service,False,39
35,17,14,40.7361967,-74.00859207,238,1,In Service,False,31
36,0,30,40.69196566,-73.9813018,239,1,In Service,False,31
37,10,12,40.68981035,-73.97493121,241,1,In Service,False,23
38,1,20,40.697787,-73.973736,242,1,In Service,False,23
39,12,19,40.688226,-73.979382,243,1,In Service,False,31
40,16,14,40.69196035,-73.96536851,244,1,In Service,False,31
41,12,11,40.69327018,-73.97703874,245,1,In Service,False,23
42,20,0,40.73535398,-74.00483091,247,1,In Service,False,20
43,1,21,40.72185379,-74.00771779,248,1,In Service,False,23
44,0,25,40.71870987,-74.0090009,249,1,In Service,False,27
45,3,24,40.72317958,-73.99480012,251,1,In Service,False,27
46,2,22,40.73226398,-73.99852205,252,1,In Service,False,24
47,1,54,40.73543934,-73.99453948,253,1,In Service,False,55
48,4,26,40.73532427,-73.99800419,254,1,In Service,False,31
49,32,6,40.71939226,-74.00247214,257,1,In Service,False,39
50,6,17,40.68940747,-73.96885458,258,1,In Service,False,23
51,9,30,40.70122128,-74.01234218,259,1,In Service,False,39
52,1,34,40.70365182,-74.01167797,260,1,In Service,False,35
53,2,25,40.69474881,-73.98362464,261,1,In Service,False,27
54,12,9,40.6917823,-73.9737299,262,1,In Service,False,24
55,1,24,40.70706456,-74.00731853,264,1,In Service,False,27
56,21,13,40.72229346,-73.99147535,265,1,In Service,False,35
57,9,15,40.72368361,-73.97574813,266,1,In Service,False,24
58,0,57,40.75097711,-73.98765428,267,1,In Service,False,57
59,2,24,40.71910537,-73.99973337,268,1,In Service,False,27
60,14,9,40.69308257,-73.97178913,270,1,In Service,False,23
61,14,16,40.68691865,-73.976682,274,1,In Service,False,31
62,9,9,40.68650065,-73.96563307,275,1,In Service,False,19
63,2,23,40.71748752,-74.0104554,276,1,In Service,False,25
64,5,13,40.69766564,-73.98476437,278,1,In Service,False,19
65,21,15,40.707873,-74.00167,279,1,In Service,False,36
66,3,27,40.73331967,-73.99510132,280,1,In Service,False,31
67,0,54,40.7643971,-73.97371465,281,1,In Service,False,57
68,12,15,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
69,0,49,40.73454567,-73.99074142,285,1,In Service,False,51
70,8,10,40.6845683,-73.95881081,289,1,In Service,False,19
71,6,14,40.713126,-73.984844,291,1,In Service,False,20
72,2,52,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
73,9,15,40.71406667,-73.99293911,295,1,In Service,False,24
74,8,26,40.71413089,-73.9970468,296,1,In Service,False,35
75,9,16,40.734232,-73.986923,297,1,In Service,False,27
76,22,12,40.68683208,-73.9796772,298,1,In Service,False,35
77,25,11,40.72217444,-73.98368779,301,1,In Service,False,37
78,11,12,40.72082834,-73.97793172,302,1,In Service,False,23
79,7,24,40.72362738,-73.99949601,303,1,In Service,False,31
80,1,31,40.76095756,-73.96724467,305,1,In Service,False,33
81,3,14,40.70823502,-74.00530063,306,1,In Service,False,17
82,15,14,40.71427487,-73.98990025,307,1,In Service,False,30
83,3,23,40.71307916,-73.99851193,308,1,In Service,False,27
84,1,39,40.7149787,-74.013012,309,1,In Service,False,41
85,27,8,40.68926942,-73.98912867,310,1,In Service,False,36
86,8,23,40.7172274,-73.98802084,311,1,In Service,False,31
87,13,16,40.722055,-73.989111,312,1,In Service,False,31
88,21,2,40.69610226,-73.96751037,313,1,In Service,False,23
89,11,27,40.69383,-73.990539,314,1,In Service,False,39
90,21,7,40.70355377,-74.00670227,315,1,In Service,False,29
91,4,35,40.70955958,-74.00653609,316,1,In Service,False,43
92,24,2,40.72453734,-73.98185424,317,1,In Service,False,27
93,0,32,40.711066,-74.009447,319,1,In Service,False,33
94,11,16,40.717571,-74.005549,320,1,In Service,False,27
95,0,26,40.69991755,-73.98971773,321,1,In Service,False,27
96,7,23,40.696192,-73.991218,322,1,In Service,False,31
97,0,3,40.69236178,-73.98631746,323,3,Not In Service,False,3
98,38,13,40.689888,-73.981013,324,1,In Service,False,51
99,2,32,40.73624527,-73.98473765,325,1,In Service,False,35
100,25,1,40.72953837,-73.98426726,326,1,In Service,False,27
101,0,39,40.7153379,-74.01658354,327,1,In Service,False,39
102,0,22,40.72405549,-74.00965965,328,1,In Service,False,23
103,0,38,40.71450451,-74.00562789,330,1,In Service,False,39
104,11,16,40.71173107,-73.99193043,331,1,In Service,False,27
105,10,14,40.71219906,-73.97948148,332,1,In Service,False,24
106,3,26,40.74238787,-73.99726235,334,1,In Service,False,31
107,2,25,40.72903917,-73.99404649,335,1,In Service,False,27
108,31,4,40.73047747,-73.99906065,336,1,In Service,False,36
109,2,27,40.7037992,-74.00838676,337,1,In Service,False,37
110,14,10,40.72580614,-73.97422494,339,1,In Service,False,24
